Zone,Wildlife,Pollution,Safety,Population,Volunteers
"Suffolk County, NY, USA",4,10912,23.600538,9280308,1856
"Palm Beach County, FL, USA",51,5368,10.47491633,8732606,1746
"Newport County, RI, USA",109,8007,8.012715786,4775492,955
"Suffolk County, NY, USA",130,2625,3.04033879,9280308,1856
"Sarasota County, FL, USA",123,1154,9.731932504,12128650,2425
"Volusia County, FL, USA",138,4659,20.76020882,10409900,2081
"Santa Barbara County, CA, USA",119,10924,2.809581466,7045521,1409
"Porter County, IN, USA",18,5278,2.46523134,5210595,1042
"Suffolk County, NY, USA",34,6009,0.585672303,9280308,1856
"San Diego County, CA, USA",68,11209,19.17776567,7853477,1570
"San Francisco County, CA, USA",92,8813,18.45394772,1677439,335
"Broward County, FL, USA",112,6419,15.56273105,2737526,547
"San Diego County, CA, USA",12,543,2.911938793,7853477,1570
"San Diego County, CA, USA",28,12236,1.292746378,7853477,1570
"Pinellas County, FL, USA",61,6164,15.45077671,9904308,1980
"Orange County, CA, USA",128,9680,16.64444038,6304735,1260
"Los Angeles County, CA, USA",20,10776,13.99281826,1214104,242
"Los Angeles County, CA, USA",111,8583,3.565591859,1214104,242
"Pinellas County, FL, USA",88,9802,15.72950081,9904308,1980
"St Johns County, FL, USA",138,9455,15.28861825,9244498,1848
"Dupage County, IL, USA",13,9382,1.529992989,7730115,1546
"Pinellas County, FL, USA",142,11976,20.92789405,9904308,1980
"Nassau County, NY, USA",134,12020,10.28585967,10228457,2045
"Suffolk County, NY, USA",110,1570,21.10948014,9280308,1856
"Clallam County, WA, USA",0,8501,8.789035438,2820001,564
"Volusia County, FL, USA",79,222,1.311357748,10409900,2081
"Los Angeles County, CA, USA",24,656,6.423291586,1214104,242
"Lancaster County, VA, USA",100,2295,7.281244739,1443625,288
"San Diego County, CA, USA",110,8360,15.98330141,7853477,1570
"Galveston County, TX, USA",105,4658,12.67510977,1286716,257
"Los Angeles County, CA, USA",131,8045,12.95723332,1214104,242
"Honolulu County, HI, USA",112,9259,14.05726573,458547,91
"Bronx County, NY, USA",92,1329,7.705641925,9097502,1819
"Marin County, CA, USA",63,10637,7.89427019,2222618,444
"Leelanau County, MI, USA",133,1642,11.55771576,9538233,1907
"Palm Beach County, FL, USA",125,1661,8.880009755,8732606,1746
"Miami-Dade County, FL, USA",39,7037,6.583348195,4518308,903
"Palm Beach County, FL, USA",11,178,24.1974331,8732606,1746
"San Luis Obispo County, CA, USA",47,9055,0.298809303,9389152,1877
"Cook County, IL, USA",123,11326,14.94338075,9067522,1813
"San Diego County, CA, USA",88,9456,22.88643687,7853477,1570
"Humboldt County, CA, USA",82,1331,19.77786859,9769130,1953
"Bexar County, TX, USA",59,8860,11.89087513,648990,129
"Pinellas County, FL, USA",129,6668,16.15913073,9904308,1980
"San Diego County, CA, USA",32,4628,20.04594281,7853477,1570
"Brevard County, FL, USA",130,863,14.36609542,10924815,2184
"Harford County, MD, USA",121,11670,20.89374981,6888852,1377
,71,193,8.486215284,5670055,1134
"Palm Beach County, FL, USA",133,1883,13.96219333,8732606,1746
"Pinellas County, FL, USA",83,4868,17.47195797,9904308,1980
"San Diego County, CA, USA",149,6756,19.20186254,7853477,1570
"San Francisco County, CA, USA",26,10766,7.292519957,1677439,335
"Volusia County, FL, USA",145,9921,10.32323053,10409900,2081
"Chesapeake, VA, USA",64,7666,23.80843223,5448198,1089
"Santa Cruz County, CA, USA",36,3914,16.3133088,9311168,1862
"Washington County, OR, USA",140,10981,9.847241524,4672539,934
"Kings County, Brooklyn, NY, USA",26,11061,19.79143926,4380429,876
"Southampton County, VA, USA",85,11206,17.14922752,2624021,524
"Galveston County, TX, USA",5,540,24.56705024,1286716,257
"St Johns County, FL, USA",84,4861,17.27903067,9244498,1848
"Miami-Dade County, FL, USA",35,2284,9.631041651,4518308,903
"Los Angeles County, CA, USA",99,3787,10.46233531,1214104,242
"Cuyahoga County, OH, USA",96,9380,15.30768438,11208521,2241
"Los Angeles County, CA, USA",109,5666,0.134664744,1214104,242
"Douglas County, NE, USA",69,153,12.7523696,10514390,2102
"Washington County, RI, USA",59,6896,6.534101931,5048667,1009
"Cook County, IL, USA",77,8120,2.132741516,9067522,1813
"Volusia County, FL, USA",133,10403,7.989677327,10409900,2081
"Dauphin County, PA, USA",3,7344,4.454250196,6398869,1279
"Alameda County, CA, USA",148,5912,19.73805449,11589551,2317
"Union County, NC, USA",29,2493,23.04671931,9341972,1868
"Marion County, AR, USA",12,4851,20.14519105,3787108,757
"Brunswick County, NC, USA",126,79,3.808729324,1486845,297
"Indian River County, FL, USA",87,5454,10.85601102,4124460,824
"Cuyahoga County, OH, USA",99,5418,12.19415831,11208521,2241
"Pinellas County, FL, USA",4,10323,4.994577283,9904308,1980
"Benzie County, MI, USA",44,683,3.80465226,644048,128
"Indian River County, FL, USA",20,830,22.74906595,4124460,824
"Suffolk County, NY, USA",111,8786,13.51366627,9280308,1856
"Palm Beach County, FL, USA",112,3071,1.016480338,8732606,1746
"San Diego County, CA, USA",87,6653,6.778176228,7853477,1570
"Pinellas County, FL, USA",100,5100,19.52584163,9904308,1980
"King County, WA, USA",27,5634,6.105278654,2726805,545
"Cuyahoga County, OH, USA",36,736,19.29328343,11208521,2241
"Plymouth County, MA, USA",2,7237,3.064550181,2383556,476
"Pinellas County, FL, USA",102,7682,3.67693896,9904308,1980
"Broward County, FL, USA",103,9209,10.93399403,2737526,547
"Indian River County, FL, USA",72,2489,6.276085976,4124460,824
"San Diego County, CA, USA",9,3062,10.51005265,7853477,1570
"Broward County, FL, USA",41,4196,20.02590731,2737526,547
"King County, WA, USA",43,4196,10.46770477,2726805,545
"Marin County, CA, USA",87,1371,21.53542776,2222618,444
"Monroe County, MI, USA",6,2741,24.79258004,4401478,880
"San Diego County, CA, USA",113,4761,17.31879017,7853477,1570
"Douglas County, NE, USA",82,10807,18.49595351,10514390,2102
"Jefferson Parish, LA, USA",114,9567,23.94348549,3236839,647
"Monterey County, CA, USA",71,11785,1.613562301,5092501,1018
"Benzie County, MI, USA",84,4006,21.78565826,644048,128
"Lake County, IL, USA",27,3773,12.07934514,7648079,1529
"El Paso County, CO, USA",61,8792,6.377947602,3180546,636
"Los Angeles County, CA, USA",89,3340,14.87988133,1214104,242
"Pinellas County, FL, USA",15,331,17.07860604,9904308,1980
"Knox County, ME, USA",102,10693,20.84322673,9282054,1856
"Barnstable County, MA, USA",100,11233,8.185577761,478154,95
"Santa Cruz County, CA, USA",136,1036,15.39620712,9311168,1862
"Coos County, OR, USA",24,10647,19.31622682,9571849,1914
"Volusia County, FL, USA",76,6011,21.88780777,10409900,2081
"Washington, DC, USA",4,7675,14.58078123,8678626,1735
"Cumberland County, PA, USA",94,9186,21.98458494,2067544,413
"Dorchester County, SC, USA",132,948,5.507905882,5612696,1122
"Colleton County, SC, USA",117,11873,15.48445853,6327439,1265
"San Diego County, CA, USA",60,3304,6.92266788,7853477,1570
"Los Angeles County, CA, USA",55,4706,4.860270592,1214104,242
"Pinellas County, FL, USA",74,5338,20.51439361,9904308,1980
"Jasper County, TX, USA",101,9896,19.85518894,4336829,867
"Cameron County, TX, USA",55,9723,25.04400641,9832293,1966
"Pinellas County, FL, USA",84,3528,14.23784435,9904308,1980
"Hillsborough County, FL, USA",114,7579,2.033368763,2408043,481
"Broward County, FL, USA",81,10157,5.681402482,2737526,547
"Miami-Dade County, FL, USA",112,8240,17.51788929,4518308,903
"Volusia County, FL, USA",129,1401,24.32513332,10409900,2081
"El Paso County, CO, USA",127,1478,24.46536063,3180546,636
"Miami-Dade County, FL, USA",79,10558,11.11098654,4518308,903
"Los Angeles County, CA, USA",90,6582,12.77865501,1214104,242
"Indian River County, FL, USA",135,8181,14.72394251,4124460,824
"Anne Arundel County, MD, USA",74,4178,3.535550226,5778438,1155
"Galveston County, TX, USA",3,7489,1.728260647,1286716,257
"Palm Beach County, FL, USA",27,7817,3.136463569,8732606,1746
"Dare County, NC, USA",3,3741,20.1825499,467379,93
"Cook County, IL, USA",56,2458,6.684055625,9067522,1813
"Westchester County, NY, USA",82,796,19.42901,7149925,1429
"Brevard County, FL, USA",85,7256,11.93644036,10924815,2184
"Broward County, FL, USA",50,9840,10.31992196,2737526,547
"Los Angeles County, CA, USA",64,2870,19.19931451,1214104,242
"San Diego County, CA, USA",139,7796,4.719855645,7853477,1570
"Palm Beach County, FL, USA",144,11837,3.682475217,8732606,1746
"Douglas County, NE, USA",59,6480,17.35978172,10514390,2102
"San Diego County, CA, USA",105,5329,13.24054206,7853477,1570
"Charlotte County, FL, USA",42,6854,14.19643568,6584509,1316
"Walton County, FL, USA",95,10206,3.637755782,10587059,2117
"Glynn County, GA, USA",142,10621,12.88300721,8314274,1662
"Cook County, IL, USA",23,4467,7.039612372,9067522,1813
"Volusia County, FL, USA",131,10545,11.13968663,10409900,2081
"Dallas County, TX, USA",5,10096,24.7004954,5588780,1117
"Los Angeles County, CA, USA",104,5903,21.41955772,1214104,242
"Miami-Dade County, FL, USA",86,5562,17.79799554,4518308,903
"Los Angeles County, CA, USA",84,11943,23.35624359,1214104,242
"Virginia Beach, VA, USA",150,10598,1.210529037,8317810,1663
,146,702,0.141968945,5670055,1134
"Los Angeles County, CA, USA",40,1359,19.78943835,1214104,242
"Broward County, FL, USA",90,3426,22.73388246,2737526,547
"San Luis Obispo County, CA, USA",142,3979,5.638553986,9389152,1877
"New York County, New York, NY, USA",69,10451,15.1207592,3035344,607
"Sonoma County, CA, USA",13,386,8.771537011,4304791,860
"El Paso County, CO, USA",8,4981,6.193954158,3180546,636
"Cumberland County, ME, USA",65,9180,4.711683718,9265149,1853
"King County, WA, USA",62,11589,12.44441376,2726805,545
"King County, WA, USA",88,7610,7.23220449,2726805,545
"San Mateo County, CA, USA",37,3308,19.64815218,7237370,1447
"Cumberland County, ME, USA",39,6878,22.78724666,9265149,1853
"Santa Cruz County, CA, USA",78,1829,14.49577181,9311168,1862
"Miami-Dade County, FL, USA",3,5993,8.445338603,4518308,903
"Pinellas County, FL, USA",37,1364,5.724726742,9904308,1980
"Baldwin County, AL, USA",84,11793,5.476480225,11219138,2243
"Cook County, IL, USA",36,3882,18.92993535,9067522,1813
"Sarpy County, NE, USA",105,11998,1.913320344,5580498,1116
"Virginia Beach, VA, USA",86,1953,23.28742507,8317810,1663
"Los Angeles County, CA, USA",15,7901,7.774711143,1214104,242
"Whatcom County, WA, USA",105,9668,20.98129733,5568965,1113
"Los Angeles County, CA, USA",65,105,17.61603056,1214104,242
"St Johns County, FL, USA",107,2933,23.85325758,9244498,1848
"Pinellas County, FL, USA",43,6017,18.19336743,9904308,1980
"Kent County, RI, USA",7,7641,8.182544184,3765194,753
"Lincoln County, OR, USA",19,6811,23.9177167,3663964,732
"Maricopa County, AZ, USA",144,785,23.98469436,12259990,2451
"Pinellas County, FL, USA",1,9206,4.091588532,9904308,1980
"Monterey County, CA, USA",2,10313,1.970824343,5092501,1018
"Manatee County, FL, USA",74,3529,17.83036603,11649638,2329
"Pinellas County, FL, USA",69,5421,15.16013383,9904308,1980
"Henry County, OH, USA",59,9578,5.234984472,3517192,703
"Galveston County, TX, USA",114,5287,2.764598402,1286716,257
"King County, WA, USA",73,8816,4.454285256,2726805,545
"Delaware County, OH, USA",47,11530,19.96977083,8733920,1746
"Palm Beach County, FL, USA",40,7959,14.92457468,8732606,1746
"Pinellas County, FL, USA",134,7475,24.90576017,9904308,1980
"Alameda County, CA, USA",117,11704,13.39827423,11589551,2317
"Washington County, RI, USA",131,5676,0.957587439,5048667,1009
"Alpena County, MI, USA",68,4880,2.856452674,8017616,1603
"Volusia County, FL, USA",61,1451,16.78990879,10409900,2081
"King County, WA, USA",25,1622,17.27217275,2726805,545
"Pinellas County, FL, USA",49,7812,18.0761238,9904308,1980
"San Diego County, CA, USA",37,6237,21.25922622,7853477,1570
"San Diego County, CA, USA",101,9470,8.27153258,7853477,1570
"Milwaukee County, WI, USA",148,4784,13.41312217,1417906,283
"Lee County, FL, USA",94,7010,3.970319146,5670726,1134
"Oceana County, MI, USA",130,8818,17.41746676,1785800,357
"Franklin County, FL, USA",53,6917,10.33218856,5890127,1178
"Los Angeles County, CA, USA",51,10233,19.15638225,1214104,242
"Volusia County, FL, USA",92,5559,2.149337328,10409900,2081
"Grays Harbor County, WA, USA",71,9928,10.77482023,12029490,2405
"Arlington County, Arlington, VA, USA",17,10589,9.543786715,4092437,818
"Brevard County, FL, USA",109,8867,14.62078989,10924815,2184
"Ocean County, NJ, USA",7,1371,9.130087714,5594505,1118
"Queens County, Queens, NY, USA",72,8583,11.9061932,530526,106
"Pinellas County, FL, USA",130,293,2.717005937,9904308,1980
"Carteret County, NC, USA",38,8464,9.04002292,1244281,248
"Calvert County, MD, USA",102,8339,22.46467917,6322354,1264
"Palm Beach County, FL, USA",24,2860,16.56912652,8732606,1746
"Virginia Beach, VA, USA",76,2247,22.30949156,8317810,1663
"Los Angeles County, CA, USA",48,3015,12.7451051,1214104,242
"Solano County, CA, USA",19,6462,12.36582457,9991659,1998
"Benzie County, MI, USA",97,7357,12.67601022,644048,128
"Monterey County, CA, USA",143,642,23.61197207,5092501,1018
"Lake County, IL, USA",61,5728,22.45624675,7648079,1529
"Humboldt County, CA, USA",13,2376,6.271604422,9769130,1953
"San Francisco County, CA, USA",67,8062,2.647303981,1677439,335
"Santa Rosa County, FL, USA",2,4731,22.01239889,8465520,1693
"Palm Beach County, FL, USA",79,5989,15.38423557,8732606,1746
"Volusia County, FL, USA",109,1303,9.107969058,10409900,2081
"San Diego County, CA, USA",89,1408,14.38540012,7853477,1570
"Santa Barbara County, CA, USA",114,563,22.71986613,7045521,1409
"Volusia County, FL, USA",11,6887,8.355302059,10409900,2081
"Miami-Dade County, FL, USA",41,8406,22.33999764,4518308,903
"Pinellas County, FL, USA",114,3747,2.291421366,9904308,1980
"Erie County, NY, USA",135,5982,3.385079429,7512282,1502
"Cumberland County, PA, USA",40,2463,20.05031114,2067544,413
"Dekalb County, GA, USA",108,9785,2.800906131,11992622,2398
"Palm Beach County, FL, USA",91,7414,16.08988227,8732606,1746
"San Diego County, CA, USA",147,1110,14.90375017,7853477,1570
"Santa Barbara County, CA, USA",3,920,1.464412941,7045521,1409
"Manatee County, FL, USA",117,3774,3.861580365,11649638,2329
"Orange County, FL, USA",44,12093,2.12612036,4977527,995
"Kitsap County, WA, USA",31,1654,22.8587087,3514426,702
"New York County, New York, NY, USA",63,3408,13.92391712,3035344,607
"Miami-Dade County, FL, USA",35,227,17.16743147,4518308,903
"Suffolk County, NY, USA",40,5699,5.940537649,9280308,1856
"Palm Beach County, FL, USA",119,9774,12.54694538,8732606,1746
"Nassau County, FL, USA",15,5804,15.5264918,4951852,990
"Southampton County, VA, USA",40,1842,0.403235012,2624021,524
"Palm Beach County, FL, USA",31,9632,19.45808615,8732606,1746
"San Mateo County, CA, USA",92,11014,13.10659759,7237370,1447
"Leelanau County, MI, USA",4,5624,2.58646489,9538233,1907
"Barnstable County, MA, USA",24,10186,16.20782608,478154,95
"Palm Beach County, FL, USA",37,9495,5.727239405,8732606,1746
"Palm Beach County, FL, USA",1,1842,11.14415823,8732606,1746
"Palm Beach County, FL, USA",122,3028,16.64546903,8732606,1746
"Broward County, FL, USA",107,9490,9.904618702,2737526,547
"Douglas County, NE, USA",44,7343,0.876664497,10514390,2102
"St Johns County, FL, USA",70,3824,0.402079323,9244498,1848
"Los Angeles County, CA, USA",17,11658,0.581087335,1214104,242
"Palm Beach County, FL, USA",138,7411,6.062927634,8732606,1746
"Humboldt County, CA, USA",4,3722,11.76495825,9769130,1953
"San Mateo County, CA, USA",134,753,0.097812273,7237370,1447
"Volusia County, FL, USA",58,11046,11.95767566,10409900,2081
"Palm Beach County, FL, USA",86,11022,4.174714544,8732606,1746
"Humboldt County, CA, USA",133,4678,12.38111133,9769130,1953
"Palm Beach County, FL, USA",23,1578,12.82010819,8732606,1746
"Pinellas County, FL, USA",95,3311,22.69965412,9904308,1980
"Indian River County, FL, USA",127,3445,19.50016108,4124460,824
"Washington, DC, USA",26,8152,8.582895144,8678626,1735
"Monmouth County, NJ, USA",128,6242,0.109035891,10682732,2136
"Loudoun County, VA, USA",93,6556,2.58720917,5797013,1159
"St Johns County, FL, USA",16,622,16.86824761,9244498,1848
"Cook County, IL, USA",85,1304,20.14054023,9067522,1813
"Monroe County, FL, USA",51,6281,16.89934105,2714433,542
"Cook County, IL, USA",123,10788,3.149539008,9067522,1813
"Pinellas County, FL, USA",49,8786,24.49039838,9904308,1980
"Charlotte County, FL, USA",127,3874,14.88293364,6584509,1316
"Leelanau County, MI, USA",46,12127,14.05346675,9538233,1907
"Volusia County, FL, USA",17,7515,22.9748741,10409900,2081
"Miami-Dade County, FL, USA",102,7396,14.09531137,4518308,903
"York County, ME, USA",63,1298,22.87071843,932384,186
"Cumberland County, PA, USA",43,6523,20.75731486,2067544,413
"Hall County, GA, USA",71,6093,1.393748651,5843033,1168
"Hampton, VA, USA",0,3266,13.99483366,9345868,1869
"Pinellas County, FL, USA",121,5806,12.63054333,9904308,1980
"Tillamook County, OR, USA",141,11177,8.021193511,10894630,2178
"Caldwell County, TX, USA",51,8305,15.59354686,10463575,2092
"Leelanau County, MI, USA",127,9270,18.39350021,9538233,1907
"Cuyahoga County, OH, USA",93,2589,7.629976893,11208521,2241
"Erie County, PA, USA",94,9863,18.4944095,10452065,2090
"Pinellas County, FL, USA",37,3068,1.28409335,9904308,1980
"San Mateo County, CA, USA",60,11096,4.602918463,7237370,1447
"Pinellas County, FL, USA",68,7672,19.53320043,9904308,1980
"Palm Beach County, FL, USA",44,3498,8.740775785,8732606,1746
"Washington County, RI, USA",117,9009,4.527279029,5048667,1009
"Glynn County, GA, USA",13,11397,5.558310533,8314274,1662
"Leelanau County, MI, USA",27,7132,4.283162338,9538233,1907
"Windham County, VT, USA",136,6029,6.344355955,7046905,1409
"San Luis Obispo County, CA, USA",114,11573,1.051132922,9389152,1877
